player_id,name,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9
estrm001,Marco Estrada,0.44524264,0.45300895,0.6004658,0.63888323,0.5221124,0.46449733,0.45951623,0.46156457,0.5134381
famij001,Jeurys Familia,0.5036033,0.4582698,0.47518885,0.491957,0.52171576,0.62451077,0.52239794,0.4823113,0.55309284
farmb001,Buck Farmer,0.5362671,0.48014212,0.47292763,0.5175776,0.49154735,0.463888,0.4582083,0.49115086,0.44839287
farqd001,Danny Farquhar,0.48077458,0.5352838,0.49930224,0.47665787,0.47981718,0.5528406,0.52153116,0.5535343,0.5616578
felds001,Scott Feldman,0.5261072,0.53013974,0.47540236,0.54853755,0.53448707,0.5227647,0.5314087,0.46080294,0.49552533
felin001,Neftali Feliz,0.47490838,0.48784348,0.50511086,0.528704,0.5467533,0.4672491,0.43897384,0.49032867,0.48944378
fernj003,Jose Fernandez,0.47474262,0.55901957,0.4878975,0.49187693,0.51698005,0.5140632,0.49447116,0.6014857,0.6048179
fielj002,Josh Fields,0.45273042,0.48985142,0.53930444,0.47140652,0.44056165,0.45127314,0.48439568,0.52484065,0.5918746
fienc001,Casey Fien,0.4869775,0.5607199,0.55820876,0.49881455,0.6229583,0.41163424,0.5086317,0.5077435,0.5773044
fierm001,Michael Fiers,0.45142946,0.49423027,0.56024003,0.52073973,0.52603984,0.5167811,0.44506073,0.51077425,0.5151397
figaa001,Alfredo Figaro,0.5059321,0.5113612,0.4711225,0.54069436,0.5376818,0.4017239,0.5170832,0.4768985,0.51263106
finnb001,Brandon Finnegan,0.52848893,0.43464157,0.5117866,0.5140277,0.45782313,0.52645415,0.581005,0.52585447,0.5284696
fistd001,Doug Fister,0.5527017,0.5209211,0.51708543,0.50402105,0.5940041,0.4509527,0.5282092,0.48261902,0.4889451
flany001,Yohan Flande,0.54151535,0.45835418,0.47098136,0.5427631,0.5533968,0.51004267,0.6024325,0.40899086,0.3736378
floyg001,Gavin Floyd,0.47154388,0.54691017,0.47797427,0.5330749,0.4371804,0.53374445,0.5563353,0.4850031,0.4805758
flynb001,Brian Flynn,0.5642351,0.4529315,0.44160962,0.49491066,0.4396536,0.53880066,0.4616587,0.45939967,0.39868093
foltm001,Mike Foltynewicz,0.40551877,0.5067145,0.49591792,0.50123733,0.4990838,0.4820433,0.42140445,0.43209708,0.4276754
franj003,Jeff Francis,0.46298057,0.48043522,0.5039981,0.4333226,0.4767009,0.47431612,0.5298547,0.43220216,0.4474362
frasj002,Jason Frasor,0.5185793,0.5078502,0.5073902,0.51199293,0.4377971,0.50655496,0.48762575,0.54050684,0.5311955
frees001,Sam Freeman,0.53562087,0.44810146,0.48129764,0.5084288,0.4230396,0.5771762,0.524364,0.5540136,0.4614254
friac001,Carlos Frias,0.53632176,0.54049295,0.4007593,0.55326563,0.46076852,0.42454225,0.5305014,0.47171667,0.5094524
